round,attempt,final_distance_m,success
1,1,0.21130701597313803,False
1,2,0.2269427616510892,False
2,1,0.20816220349105793,False
3,1,0.21724750593298048,False
3,2,0.15093383947543446,False
4,1,0.20200985050428838,False
4,2,0.19808553860055028,False
5,1,0.19467475191128375,False
5,2,0.18067356954860173,False
5,3,0.16850601871152507,False
