round,attempt,final_distance_m,success
1,1,0.47699556466964155,False
1,2,0.4682602554682289,False
1,3,0.3274332552178539,False
1,4,0.29889985562784477,False
1,5,0.2988879435902045,False
1,6,0.2988755357207012,False
1,7,0.298862639434278,False
1,8,0.2988492623087645,False
1,9,0.29883541207270253,False
1,10,0.2988210965930843,False
1,11,0.2988063238630621,False
