round,attempt,final_distance_m,success
1,1,0.4805632229418165,False
1,2,0.5659482682566618,False
1,3,0.5652966025114455,False
1,4,0.5653339614323605,False
1,5,0.5649634202644737,False
1,6,0.5651169189286979,False
1,7,0.5657344727423649,False
1,8,0.5660041031389043,False
1,9,0.5654364034262525,False
1,10,0.5661620585116927,False
1,11,0.5655250267928477,False
