round,attempt,final_distance_m,success
1,1,0.31836560407227354,False
1,2,0.3213165863031608,False
1,3,0.2771063905454193,False
1,4,0.277106903879379,False
1,5,0.27710728769865556,False
1,6,0.2771075458308148,False
1,7,0.2771076820268538,False
1,8,0.27710769996200096,False
1,9,0.2771076032365695,False
1,10,0.2771073953768509,False
1,11,0.27710707983605154,False
