round,attempt,final_distance_m,success
1,1,0.418283412552032,False
1,2,0.43889056730557563,False
1,3,0.4503408547004506,False
1,4,0.4619948088919945,False
1,5,0.46275990946091505,False
1,6,0.4640442570957216,False
1,7,0.4653424295748859,False
1,8,0.46602315440256453,False
1,9,0.4667712477912369,False
1,10,0.4667907178695197,False
1,11,0.4668578652234922,False
