round,attempt,final_distance_m,success
1,1,0.313977225947075,False
1,2,0.12121303985989955,False
1,3,0.12128659061842866,False
1,4,0.06527761047430418,False
1,5,0.06528988862145083,False
1,6,0.06530219163163276,False
1,7,0.06531447384427798,False
1,8,0.06532678092025525,False
1,9,0.06533906712033204,False
1,10,0.06535137823045485,False
1,11,0.0653636683862408,False
